timestamp,Basel Temperature [2 m elevation corrected]
20180215T0000,0.42052865
20180215T0100,0.59052867
20180215T0200,0.5205287
20180215T0300,0.56052864
20180215T0400,0.5805287
20180215T0500,0.81052864
20180215T0600,0.84052867
20180215T0700,1.0605286
20180215T0800,2.2005286
20180215T0900,4.8305287
20180215T1000,4.1805286
20180215T1100,4.8305287
20180215T1200,5.9805284
20180215T1300,6.3705287
20180215T1400,7.4305286
20180215T1500,8.210529
20180215T1600,8.450529
20180215T1700,8.010529
20180215T1800,7.2205286
20180215T1900,7.0305285
20180215T2000,7.9305286
20180215T2100,8.940529
20180215T2200,8.920529
20180215T2300,8.960529
20180216T0000,8.750529
20180216T0100,7.5605288
20180216T0200,7.5105286
20180216T0300,5.9205284
20180216T0400,5.3305287
20180216T0500,5.1405287
20180216T0600,4.5805287
20180216T0700,4.4105287
20180216T0800,5.540529
20180216T0900,6.6105285
20180216T1000,7.5005283
20180216T1100,8.850529
20180216T1200,8.750529
20180216T1300,9.010529
20180216T1400,9.260529
20180216T1500,9.420529
20180216T1600,9.070529
20180216T1700,8.560529
20180216T1800,8.020529
20180216T1900,7.5205283
20180216T2000,6.7305284
20180216T2100,6.4405284
20180216T2200,6.5005283
20180216T2300,6.0205283
20180217T0000,5.0905285
20180217T0100,5.2205286
20180217T0200,5.1605287
20180217T0300,4.790529
20180217T0400,4.7105284
20180217T0500,4.5805287
20180217T0600,4.540529
20180217T0700,4.6305285
20180217T0800,4.9905286
20180217T0900,6.0205283
20180217T1000,8.040529
20180217T1100,11.580529
20180217T1200,5.9505286
20180217T1300,6.5505285
20180217T1400,5.3905287
20180217T1500,3.5705285
20180217T1600,3.0305285
20180217T1700,1.9405286
20180217T1800,1.1205287
20180217T1900,0.7705287
20180217T2000,0.68052864
20180217T2100,1.1105287
20180217T2200,1.1605287
20180217T2300,1.0305287
20180218T0000,1.0805286
20180218T0100,0.99052864
20180218T0200,0.8305287
20180218T0300,0.55052865
20180218T0400,0.39052868
20180218T0500,0.20052865
20180218T0600,0.16052866
20180218T0700,0.43052867
20180218T0800,1.4705287
20180218T0900,3.1005285
20180218T1000,4.3305287
20180218T1100,5.1105285
20180218T1200,6.040529
20180218T1300,6.7705283
20180218T1400,7.0905285
20180218T1500,6.9305286
20180218T1600,6.2305284
20180218T1700,4.3705287
20180218T1800,2.7605286
20180218T1900,1.4305286
20180218T2000,0.80052865
20180218T2100,0.55052865
20180218T2200,0.36052868
20180218T2300,0.20052865
20180219T0000,-0.069471344
20180219T0100,-0.15947133
20180219T0200,-0.39947134
20180219T0300,-0.68947136
20180219T0400,-0.6794713
20180219T0500,-0.63947135
20180219T0600,-0.7494713
20180219T0700,-0.69947135
20180219T0800,0.28052866
20180219T0900,1.5005287
20180219T1000,2.5405285
20180219T1100,3.3305285
20180219T1200,3.9905286
20180219T1300,5.1105285
20180219T1400,5.8005285
20180219T1500,6.040529
20180219T1600,5.7005286
20180219T1700,4.6305285
20180219T1800,4.0105286
20180219T1900,3.5705285
20180219T2000,3.1105285
20180219T2100,3.1705287
20180219T2200,3.1005285
20180219T2300,3.0105286
20180220T0000,2.8605285
20180220T0100,2.5405285
20180220T0200,2.1105285
20180220T0300,1.7305287
20180220T0400,1.4305286
20180220T0500,1.3905287
20180220T0600,1.2405287
20180220T0700,0.9505287
20180220T0800,1.8105286
20180220T0900,3.5505285
20180220T1000,4.8005285
20180220T1100,5.4805284
20180220T1200,2.9105287
20180220T1300,3.7405286
20180220T1400,3.8805285
20180220T1500,3.9905286
20180220T1600,3.8905284
20180220T1700,3.1505284
20180220T1800,3.1205285
20180220T1900,1.7305287
20180220T2000,0.7505287
20180220T2100,-0.25947133
20180220T2200,-0.039471343
20180220T2300,-0.5494713
20180221T0000,-1.1694714
20180221T0100,-1.4994713
20180221T0200,-0.87947136
20180221T0300,-1.2794713
20180221T0400,-1.8094714
20180221T0500,-1.7994714
20180221T0600,-1.7894714
20180221T0700,-1.4194714
20180221T0800,-0.45947134
20180221T0900,2.3705285
20180221T1000,3.5905285
20180221T1100,4.5605288
20180221T1200,4.7605286
20180221T1300,5.3105288
20180221T1400,5.4505286
20180221T1500,4.5205283
20180221T1600,3.8605285
20180221T1700,2.6305285
20180221T1800,1.3305286
20180221T1900,0.59052867
20180221T2000,0.5105286
20180221T2100,0.27052864
20180221T2200,0.20052865
20180221T2300,0.12052866
20180222T0000,-0.36947134
20180222T0100,-0.46947134
20180222T0200,-0.44947132
20180222T0300,-0.59947133
20180222T0400,-0.47947133
20180222T0500,-0.7394713
20180222T0600,-1.1694714
20180222T0700,-1.0794713
20180222T0800,-0.20947134
20180222T0900,1.0605286
20180222T1000,1.8305286
20180222T1100,2.3305285
20180222T1200,2.4805286
20180222T1300,2.7705286
20180222T1400,2.9005284
20180222T1500,2.8305285
20180222T1600,2.5305285
20180222T1700,1.4605286
20180222T1800,0.39052868
20180222T1900,0.09052865
20180222T2000,-0.009471342
20180222T2100,-0.019471344
20180222T2200,-0.40947133
20180222T2300,-0.50947136
20180223T0000,-0.77947134
20180223T0100,-0.90947133
20180223T0200,-1.2594713
20180223T0300,-1.6494713
20180223T0400,-1.9094714
20180223T0500,-2.1494715
20180223T0600,-2.3694715
20180223T0700,-2.2394714
20180223T0800,-1.2194713
20180223T0900,0.14052865
20180223T1000,1.4705287
20180223T1100,2.3905284
20180223T1200,2.6905286
20180223T1300,2.9805286
20180223T1400,3.0805285
20180223T1500,2.6705287
20180223T1600,2.2605286
20180223T1700,1.5005287
20180223T1800,0.97052866
20180223T1900,0.6305287
20180223T2000,0.5705287
20180223T2100,0.26052865
20180223T2200,-0.09947134
20180223T2300,-0.39947134
20180224T0000,-0.76947135
20180224T0100,-1.1094713
20180224T0200,-1.2594713
20180224T0300,-1.4594713
20180224T0400,-1.5894713
20180224T0500,-1.7194713
20180224T0600,-1.9594713
20180224T0700,-1.8294713
20180224T0800,-0.6194713
20180224T0900,0.84052867
20180224T1000,1.7505287
20180224T1100,2.8205285
20180224T1200,3.6105285
20180224T1300,4.1405287
20180224T1400,4.0905285
20180224T1500,3.4105287
20180224T1600,2.3905284
20180224T1700,0.8805287
20180224T1800,-0.28947133
20180224T1900,-0.7294713
20180224T2000,-1.1394713
20180224T2100,-1.6894714
20180224T2200,-2.1494715
20180224T2300,-2.7494714
20180225T0000,-3.1294715
20180225T0100,-3.5594714
20180225T0200,-4.3794713
20180225T0300,-4.7894716
20180225T0400,-5.0294714
20180225T0500,-5.4694715
20180225T0600,-5.8394713
20180225T0700,-5.8594713
20180225T0800,-5.0694714
20180225T0900,-4.1594715
20180225T1000,-3.3294713
20180225T1100,-2.5594714
20180225T1200,-0.40947133
20180225T1300,-0.17947134
20180225T1400,-0.43947133
20180225T1500,-1.1594714
20180225T1600,-2.2294714
20180225T1700,-3.6194715
20180225T1800,-4.4194713
20180225T1900,-4.5694714
20180225T2000,-4.6594715
20180225T2100,-4.7494717
20180225T2200,-4.8994713
20180225T2300,-5.1394715
20180226T0000,-5.4394712
20180226T0100,-5.7694716
20180226T0200,-5.9994717
20180226T0300,-6.3194714
20180226T0400,-6.8294716
20180226T0500,-7.209471
20180226T0600,-7.5394716
20180226T0700,-7.5594716
20180226T0800,-6.4994717
20180226T0900,-5.4394712
20180226T1000,-4.8094716
20180226T1100,-4.4494715
20180226T1200,-3.8394713
20180226T1300,-3.9894714
20180226T1400,-4.4794717
20180226T1500,-4.5494714
20180226T1600,-4.9694715
20180226T1700,-5.5294714
20180226T1800,-5.8494716
20180226T1900,-5.9494715
20180226T2000,-6.0794716
20180226T2100,-6.3294716
20180226T2200,-6.6194715
20180226T2300,-6.8894715
20180227T0000,-7.3094716
20180227T0100,-7.6194715
20180227T0200,-7.8794713
20180227T0300,-8.109471
20180227T0400,-8.359471
20180227T0500,-8.549471
20180227T0600,-8.649471
20180227T0700,-8.259471
20180227T0800,-6.7394714
20180227T0900,-5.4194713
20180227T1000,-4.9094715
20180227T1100,-4.209471
20180227T1200,-3.8394713
20180227T1300,-3.7394714
20180227T1400,-3.6394715
20180227T1500,-3.6794715
20180227T1600,-3.8894715
20180227T1700,-4.4794717
20180227T1800,-4.9294715
20180227T1900,-5.4794717
20180227T2000,-5.8194714
20180227T2100,-5.9094715
20180227T2200,-6.0794716
20180227T2300,-6.2994714
20180228T0000,-6.5394716
20180228T0100,-6.6794715
20180228T0200,-6.8394713
20180228T0300,-7.1094713
20180228T0400,-7.3994713
20180228T0500,-7.6894712
20180228T0600,-8.019471
20180228T0700,-7.8294716
20180228T0800,-6.8994713
20180228T0900,-5.3994713
20180228T1000,-3.8894715
20180228T1100,-2.6094716
20180228T1200,-1.8294713
20180228T1300,-1.0494714
20180228T1400,-0.6094713
20180228T1500,-0.65947133
20180228T1600,-1.0594714
20180228T1700,-2.1294715
20180228T1800,-2.9394715
20180228T1900,-3.2994714
20180228T2000,-3.0694714
20180228T2100,-3.2594714
20180228T2200,-3.2194715
20180228T2300,-3.2294714
20180301T0000,-3.1594715
20180301T0100,-3.0594714
20180301T0200,-2.6094716
20180301T0300,-2.5494714
20180301T0400,-2.1694715
20180301T0500,-3.5094714
20180301T0600,-4.1894712
20180301T0700,-3.4094715
20180301T0800,-2.6594715
20180301T0900,-2.2194715
20180301T1000,-1.3894713
20180301T1100,-0.30947134
20180301T1200,0.80052865
20180301T1300,1.4505286
20180301T1400,2.0805285
20180301T1500,2.0405285
20180301T1600,1.9305286
20180301T1700,1.5005287
20180301T1800,0.7105287
20180301T1900,0.61052865
20180301T2000,0.44052866
20180301T2100,0.48052865
20180301T2200,0.31052867
20180301T2300,-0.26947135
20180302T0000,-1.0194713
20180302T0100,-1.9794713
20180302T0200,-1.9294714
20180302T0300,-2.0694714
20180302T0400,-2.1194715
20180302T0500,-2.0894713
20180302T0600,-2.0494714
20180302T0700,-1.6094713
20180302T0800,-0.48947132
20180302T0900,0.110528655
20180302T1000,0.90052867
20180302T1100,1.2105286
20180302T1200,1.5805286
20180302T1300,1.3505287
20180302T1400,2.0805285
20180302T1500,5.7405286
20180302T1600,5.8905287
20180302T1700,5.7605286
20180302T1800,4.1205287
20180302T1900,3.3605285
20180302T2000,2.2105286
20180302T2100,2.4405286
20180302T2200,2.4405286
20180302T2300,1.2105286
20180303T0000,-0.28947133
20180303T0100,0.8905287
20180303T0200,2.0105286
20180303T0300,-0.15947133
20180303T0400,-0.059471346
20180303T0500,-0.30947134
20180303T0600,-0.89947134
20180303T0700,0.9505287
20180303T0800,3.1105285
20180303T0900,4.5905285
20180303T1000,5.9405284
20180303T1100,7.6305285
20180303T1200,10.160529
20180303T1300,10.710529
20180303T1400,10.540529
20180303T1500,9.8005295
20180303T1600,8.710529
20180303T1700,7.9405284
20180303T1800,7.790529
20180303T1900,7.3705287
20180303T2000,7.1205287
20180303T2100,7.3105288
20180303T2200,7.0805287
20180303T2300,6.4405284
20180304T0000,5.5705285
20180304T0100,4.790529
20180304T0200,3.9605286
20180304T0300,3.3505285
20180304T0400,3.8005285
20180304T0500,3.6105285
20180304T0600,1.3505287
20180304T0700,1.3705287
20180304T0800,4.5105286
20180304T0900,8.360529
20180304T1000,10.600529
20180304T1100,12.720529
20180304T1200,12.350529
20180304T1300,13.200529
20180304T1400,13.490529
20180304T1500,13.410529
20180304T1600,13.310529
20180304T1700,12.080529
20180304T1800,11.430529
20180304T1900,10.380529
20180304T2000,10.160529
20180304T2100,9.820529
20180304T2200,9.120529
20180304T2300,8.640529
20180305T0000,8.220529
20180305T0100,8.110529
20180305T0200,7.9905286
20180305T0300,7.6805286
20180305T0400,7.5805287
20180305T0500,7.0105286
20180305T0600,6.1405287
20180305T0700,5.4405284
20180305T0800,7.2805285
20180305T0900,8.760529
20180305T1000,9.810529
20180305T1100,11.210529
20180305T1200,12.510529
20180305T1300,13.540529
20180305T1400,13.920529
20180305T1500,14.0505295
20180305T1600,13.8005295
20180305T1700,13.220529
20180305T1800,12.290529
20180305T1900,10.380529
20180305T2000,9.0505295
20180305T2100,8.170529
20180305T2200,7.9305286
20180305T2300,8.160529
20180306T0000,8.160529
20180306T0100,7.8505287
20180306T0200,7.7805285
20180306T0300,7.6005287
20180306T0400,7.5105286
20180306T0500,7.2705283
20180306T0600,6.7605286
20180306T0700,7.540529
20180306T0800,8.510529
20180306T0900,9.690529
20180306T1000,10.370529
20180306T1100,10.490529
20180306T1200,9.830529
20180306T1300,9.630529
20180306T1400,10.150529
20180306T1500,10.150529
20180306T1600,9.850529
20180306T1700,9.290529
20180306T1800,8.560529
20180306T1900,7.5905285
20180306T2000,6.8105288
20180306T2100,5.5505285
20180306T2200,3.8505285
20180306T2300,2.5105286
20180307T0000,1.8805287
20180307T0100,2.0405285
20180307T0200,3.4105287
20180307T0300,4.3305287
20180307T0400,4.8605285
20180307T0500,3.1805286
20180307T0600,2.3505285
20180307T0700,2.6105285
20180307T0800,5.0705285
20180307T0900,8.000528
20180307T1000,8.650529
20180307T1100,7.9505286
20180307T1200,8.810529
20180307T1300,8.830529
20180307T1400,8.880529
20180307T1500,8.640529
20180307T1600,8.730529
20180307T1700,7.6305285
20180307T1800,6.9005284
20180307T1900,5.7405286
20180307T2000,5.2605286
20180307T2100,5.0505285
20180307T2200,4.8405285
20180307T2300,4.5605288
20180308T0000,4.3005285
20180308T0100,3.9605286
20180308T0200,3.7205286
20180308T0300,3.4705286
20180308T0400,3.0905285
20180308T0500,2.3105285
20180308T0600,1.5205287
20180308T0700,1.8705287
20180308T0800,4.290529
20180308T0900,7.3605285
20180308T1000,9.870529
20180308T1100,10.510529
20180308T1200,12.710529
20180308T1300,13.580529
20180308T1400,13.890529
20180308T1500,13.860529
20180308T1600,13.370529
20180308T1700,12.590529
20180308T1800,11.510529
20180308T1900,10.250529
20180308T2000,9.790529
20180308T2100,9.870529
20180308T2200,8.290529
20180308T2300,7.8705287
20180309T0000,7.6005287
20180309T0100,7.4005284
20180309T0200,6.9305286
20180309T0300,6.3205285
20180309T0400,6.6605287
20180309T0500,7.7205286
20180309T0600,7.5605288
20180309T0700,7.6005287
20180309T0800,9.690529
20180309T0900,12.100529
20180309T1000,11.950529
20180309T1100,11.100529
20180309T1200,15.480529
20180309T1300,16.910528
20180309T1400,17.56053
20180309T1500,17.740528
20180309T1600,17.170528
20180309T1700,15.110529
20180309T1800,12.910529
20180309T1900,12.660529
20180309T2000,11.690529
20180309T2100,11.750529
20180309T2200,11.400529
20180309T2300,10.700529
20180310T0000,10.750529
20180310T0100,10.740529
20180310T0200,10.670529
20180310T0300,10.690529
20180310T0400,9.760529
20180310T0500,8.870529
20180310T0600,8.660529
20180310T0700,8.220529
20180310T0800,8.590529
20180310T0900,9.540529
20180310T1000,10.490529
20180310T1100,12.650529
20180310T1200,11.260529
20180310T1300,12.620529
20180310T1400,16.13053
20180310T1500,16.660528
20180310T1600,16.920528
20180310T1700,14.880529
20180310T1800,13.330529
20180310T1900,12.420529
20180310T2000,11.350529
20180310T2100,9.780529
20180310T2200,9.270529
20180310T2300,9.070529
20180311T0000,9.230529
20180311T0100,9.230529
20180311T0200,8.200529
20180311T0300,7.4405284
20180311T0400,7.7405286
20180311T0500,7.7405286
20180311T0600,7.8305287
20180311T0700,7.9105287
20180311T0800,9.680529
20180311T0900,10.280529
20180311T1000,10.400529
20180311T1100,9.120529
20180311T1200,9.490529
20180311T1300,9.240529
20180311T1400,9.530529
20180311T1500,10.0505295
20180311T1600,11.920529
20180311T1700,10.340529
20180311T1800,8.950529
20180311T1900,8.060529
20180311T2000,7.3105288
20180311T2100,7.0305285
20180311T2200,7.8205285
20180311T2300,8.840529
20180312T0000,8.570529
20180312T0100,9.270529
20180312T0200,9.360529
20180312T0300,8.370529
20180312T0400,8.200529
20180312T0500,7.9705286
20180312T0600,8.190529
20180312T0700,9.230529
20180312T0800,11.480529
20180312T0900,11.670529
20180312T1000,11.760529
20180312T1100,11.920529
20180312T1200,13.380529
20180312T1300,13.250529
20180312T1400,13.020529
20180312T1500,13.150529
20180312T1600,12.650529
20180312T1700,11.470529
20180312T1800,10.000529
20180312T1900,9.420529
20180312T2000,9.070529
20180312T2100,8.910529
20180312T2200,7.7505283
20180312T2300,7.2005286
20180313T0000,6.6205287
20180313T0100,6.1805286
20180313T0200,5.7205286
20180313T0300,5.5205283
20180313T0400,5.4705286
20180313T0500,5.9705286
20180313T0600,6.1005287
20180313T0700,6.4505286
20180313T0800,7.1005287
20180313T0900,7.5305285
20180313T1000,7.8605285
20180313T1100,8.440529
20180313T1200,10.450529
20180313T1300,10.640529
20180313T1400,10.030529
20180313T1500,10.410529
20180313T1600,10.080529
20180313T1700,9.580529
20180313T1800,8.940529
20180313T1900,8.410529
20180313T2000,8.070529
20180313T2100,7.6105285
20180313T2200,7.4005284
20180313T2300,7.0005283
20180314T0000,6.9405284
20180314T0100,6.9105287
20180314T0200,6.8805285
20180314T0300,6.6605287
20180314T0400,5.7805285
20180314T0500,5.6505284
20180314T0600,5.6505284
20180314T0700,5.9905286
20180314T0800,7.2605286
20180314T0900,8.280529
20180314T1000,9.200529
20180314T1100,10.060529
20180314T1200,12.110529
20180314T1300,13.140529
20180314T1400,13.900529
20180314T1500,14.140529
20180314T1600,13.890529
20180314T1700,12.970529
20180314T1800,11.080529
20180314T1900,8.940529
20180314T2000,8.120529
20180314T2100,6.9505286
20180314T2200,5.6805286
20180314T2300,4.7605286
20180315T0000,4.2805285
20180315T0100,3.7205286
20180315T0200,3.3705285
20180315T0300,3.3705285
20180315T0400,3.7305286
20180315T0500,3.5705285
20180315T0600,3.6005285
20180315T0700,4.2505283
20180315T0800,4.5805287
20180315T0900,5.1305285
20180315T1000,6.8005285
20180315T1100,8.470529
20180315T1200,8.430529
20180315T1300,9.230529
20180315T1400,10.590529
20180315T1500,10.890529
20180315T1600,10.560529
20180315T1700,9.070529
20180315T1800,8.910529
20180315T1900,8.950529
20180315T2000,8.440529
20180315T2100,8.530529
20180315T2200,8.230529
20180315T2300,7.4405284
20180316T0000,6.0805287
20180316T0100,5.5705285
20180316T0200,4.9305286
20180316T0300,5.1205287
20180316T0400,7.4005284
20180316T0500,6.6505284
20180316T0600,6.2105284
20180316T0700,7.290529
20180316T0800,8.660529
20180316T0900,9.490529
20180316T1000,9.360529
20180316T1100,9.8005295
20180316T1200,11.360529
20180316T1300,11.600529
20180316T1400,11.820529
20180316T1500,12.040529
20180316T1600,11.860529
20180316T1700,11.330529
20180316T1800,10.820529
20180316T1900,10.230529
20180316T2000,9.390529
20180316T2100,7.8305287
20180316T2200,6.8205285
20180316T2300,6.1905284
20180317T0000,5.2705283
20180317T0100,4.2805285
20180317T0200,3.3905284
20180317T0300,2.6605287
20180317T0400,2.4805286
20180317T0500,2.4605286
20180317T0600,2.3805285
20180317T0700,3.4605286
20180317T0800,5.4605284
20180317T0900,7.2205286
20180317T1000,8.580529
20180317T1100,10.040529
20180317T1200,8.710529
20180317T1300,7.6205287
20180317T1400,7.0005283
20180317T1500,6.5905285
20180317T1600,6.2205286
20180317T1700,6.0105286
20180317T1800,5.7505283
20180317T1900,4.8905287
20180317T2000,4.2605286
20180317T2100,4.6405287
20180317T2200,4.3405285
20180317T2300,4.2605286
20180318T0000,3.9705286
20180318T0100,3.8005285
20180318T0200,3.5405285
20180318T0300,3.2605286
20180318T0400,2.9605286
20180318T0500,2.8705285
20180318T0600,2.9705286
20180318T0700,3.8905284
20180318T0800,5.4205284
20180318T0900,6.9305286
20180318T1000,7.5105286
20180318T1100,7.1905284
20180318T1200,7.5305285
20180318T1300,8.590529
20180318T1400,8.450529
20180318T1500,8.560529
20180318T1600,8.400529
20180318T1700,7.5005283
20180318T1800,5.8805285
20180318T1900,4.4705286
20180318T2000,4.1305285
20180318T2100,3.6305285
20180318T2200,2.9605286
20180318T2300,1.6805286
20180319T0000,0.80052865
20180319T0100,-0.24947134
20180319T0200,-0.77947134
20180319T0300,-1.3994713
20180319T0400,-1.6794714
20180319T0500,-1.6294713
20180319T0600,-1.7994714
20180319T0700,-1.4394714
20180319T0800,0.08052866
20180319T0900,1.9005287
20180319T1000,3.4105287
20180319T1100,5.1005287
20180319T1200,6.0505285
20180319T1300,6.0305285
20180319T1400,6.6205287
20180319T1500,6.9805284
20180319T1600,7.2105284
20180319T1700,7.2305284
20180319T1800,6.4105287
20180319T1900,4.540529
20180319T2000,4.7405286
20180319T2100,3.8105285
20180319T2200,3.5805285
20180319T2300,2.7205286
20180320T0000,1.6405287
20180320T0100,1.9305286
20180320T0200,1.5405287
20180320T0300,1.1605287
20180320T0400,0.12052866
20180320T0500,-1.2794713
20180320T0600,-2.5094714
20180320T0700,-1.1694714
20180320T0800,2.3605285
20180320T0900,3.3005285
20180320T1000,4.1905284
20180320T1100,5.4705286
20180320T1200,5.9005284
20180320T1300,6.4205284
20180320T1400,6.1105285
20180320T1500,5.3305287
20180320T1600,4.5705285
20180320T1700,4.2605286
20180320T1800,3.4405286
20180320T1900,2.8905284
20180320T2000,2.6205285
20180320T2100,1.9205287
20180320T2200,1.5305287
20180320T2300,0.34052867
20180321T0000,-1.1494713
20180321T0100,-1.7594713
20180321T0200,-2.2994714
20180321T0300,-2.8794715
20180321T0400,-3.3994715
20180321T0500,-3.7194715
20180321T0600,-3.7494714
20180321T0700,-2.7094715
20180321T0800,-0.20947134
20180321T0900,2.4805286
20180321T1000,3.7105286
20180321T1100,4.6305285
20180321T1200,5.4905286
20180321T1300,6.0805287
20180321T1400,6.3505287
20180321T1500,6.3705287
20180321T1600,6.1305285
20180321T1700,5.4605284
20180321T1800,4.1105285
20180321T1900,2.3005285
20180321T2000,-0.059471346
20180321T2100,-0.6094713
20180321T2200,-0.4994713
20180321T2300,-1.0194713
20180322T0000,-0.9194713
20180322T0100,-0.94947135
20180322T0200,-1.0094713
20180322T0300,-1.1194713
20180322T0400,-1.0094713
20180322T0500,-0.69947135
20180322T0600,-0.21947134
20180322T0700,2.0005286
20180322T0800,4.1705284
20180322T0900,5.7605286
20180322T1000,7.1305285
20180322T1100,7.5905285
20180322T1200,8.040529
20180322T1300,8.200529
20180322T1400,6.2205286
20180322T1500,5.4305286
20180322T1600,5.9405284
20180322T1700,5.5705285
20180322T1800,4.8805285
20180322T1900,3.9705286
20180322T2000,3.6705287
20180322T2100,3.7105286
20180322T2200,3.7305286
20180322T2300,3.8005285
20180323T0000,3.7405286
20180323T0100,3.5605285
20180323T0200,3.5505285
20180323T0300,3.5405285
20180323T0400,3.5305285
20180323T0500,3.5305285
20180323T0600,3.8105285
20180323T0700,4.9405284
20180323T0800,6.3405285
20180323T0900,6.6305285
20180323T1000,7.3705287
20180323T1100,7.8805285
20180323T1200,9.310529
20180323T1300,10.080529
20180323T1400,10.630529
20180323T1500,10.760529
20180323T1600,10.620529
20180323T1700,10.000529
20180323T1800,8.900529
20180323T1900,8.040529
20180323T2000,7.0305285
20180323T2100,6.6805286
20180323T2200,6.2305284
20180323T2300,5.2005286
20180324T0000,2.8405285
20180324T0100,1.1805286
20180324T0200,0.84052867
20180324T0300,0.73052865
20180324T0400,0.16052866
20180324T0500,-0.11947135
20180324T0600,0.35052866
20180324T0700,2.1605287
20180324T0800,5.1205287
20180324T0900,7.5305285
20180324T1000,9.780529
20180324T1100,11.360529
20180324T1200,11.260529
20180324T1300,11.980529
20180324T1400,12.400529
20180324T1500,12.570529
20180324T1600,12.440529
20180324T1700,11.820529
20180324T1800,11.090529
20180324T1900,10.060529
20180324T2000,9.0505295
20180324T2100,8.480529
20180324T2200,7.6305285
20180324T2300,6.6805286
20180325T0000,6.2705283
20180325T0100,6.0005283
20180325T0200,5.7005286
20180325T0300,5.2505283
20180325T0400,4.9505286
20180325T0500,5.2305284
20180325T0600,5.5605288
20180325T0700,5.8405285
20180325T0800,7.4405284
20180325T0900,9.400529
20180325T1000,11.080529
20180325T1100,12.390529
20180325T1200,13.010529
20180325T1300,13.180529
20180325T1400,13.780529
20180325T1500,13.770529
20180325T1600,13.510529
20180325T1700,12.730529
20180325T1800,11.190529
20180325T1900,10.160529
20180325T2000,9.450529
20180325T2100,8.720529
20180325T2200,7.6205287
20180325T2300,6.8605285
20180326T0000,6.6405287
20180326T0100,6.5705285
20180326T0200,6.1505284
20180326T0300,5.6105285
20180326T0400,5.7005286
20180326T0500,6.1805286
20180326T0600,6.4905286
20180326T0700,7.0805287
20180326T0800,8.8005295
20180326T0900,9.930529
20180326T1000,10.260529
20180326T1100,10.520529
20180326T1200,11.860529
20180326T1300,12.310529
20180326T1400,12.430529
20180326T1500,12.520529
20180326T1600,12.500529
20180326T1700,11.960529
20180326T1800,10.230529
20180326T1900,9.430529
20180326T2000,8.380529
20180326T2100,7.0605288
20180326T2200,6.2605286
20180326T2300,6.3605285
20180327T0000,5.8105288
20180327T0100,6.2605286
20180327T0200,6.3605285
20180327T0300,5.6205287
20180327T0400,4.2805285
20180327T0500,3.5505285
20180327T0600,3.0105286
20180327T0700,5.3405285
20180327T0800,7.3405285
20180327T0900,9.330529
20180327T1000,10.180529
20180327T1100,11.110529
20180327T1200,12.070529
20180327T1300,12.370529
20180327T1400,11.970529
20180327T1500,11.060529
20180327T1600,11.030529
20180327T1700,9.970529
20180327T1800,8.160529
20180327T1900,7.7605286
20180327T2000,8.040529
20180327T2100,8.730529
20180327T2200,9.220529
20180327T2300,9.230529
20180328T0000,9.360529
20180328T0100,9.210529
20180328T0200,8.830529
20180328T0300,8.060529
20180328T0400,8.390529
20180328T0500,7.7005286
20180328T0600,7.6005287
20180328T0700,8.400529
20180328T0800,9.420529
20180328T0900,10.230529
20180328T1000,12.090529
20180328T1100,12.970529
20180328T1200,14.060529
20180328T1300,14.500529
20180328T1400,14.3005295
20180328T1500,13.430529
20180328T1600,13.510529
20180328T1700,12.610529
20180328T1800,12.080529
20180328T1900,11.100529
20180328T2000,10.630529
20180328T2100,9.370529
20180328T2200,7.3805285
20180328T2300,6.3805285
20180329T0000,5.4105287
20180329T0100,4.6305285
20180329T0200,3.9805286
20180329T0300,4.0105286
20180329T0400,4.1105285
20180329T0500,4.020529
20180329T0600,4.4405284
20180329T0700,4.3305287
20180329T0800,4.2005286
20180329T0900,5.4605284
20180329T1000,6.8005285
20180329T1100,7.8305287
20180329T1200,10.680529
20180329T1300,10.370529
20180329T1400,10.490529
20180329T1500,10.500529
20180329T1600,10.640529
20180329T1700,10.700529
20180329T1800,10.160529
20180329T1900,9.370529
20180329T2000,8.280529
20180329T2100,6.540529
20180329T2200,5.7805285
20180329T2300,4.1905284
20180330T0000,3.5605285
20180330T0100,3.9205287
20180330T0200,4.3805285
20180330T0300,4.4705286
20180330T0400,5.0205283
20180330T0500,3.5605285
20180330T0600,4.790529
20180330T0700,6.4505286
20180330T0800,8.690529
20180330T0900,10.260529
20180330T1000,11.630529
20180330T1100,13.510529
20180330T1200,15.700529
20180330T1300,16.30053
20180330T1400,17.280529
20180330T1500,16.88053
20180330T1600,10.330529
20180330T1700,9.000529
20180330T1800,8.720529
20180330T1900,8.100529
20180330T2000,7.6705284
20180330T2100,7.3305287
20180330T2200,6.9505286
20180330T2300,6.5105286
20180331T0000,6.1305285
20180331T0100,6.0605288
20180331T0200,6.1005287
20180331T0300,5.7805285
20180331T0400,5.7105284
20180331T0500,5.5905285
20180331T0600,5.6805286
20180331T0700,5.8205285
20180331T0800,6.4205284
20180331T0900,7.5005283
20180331T1000,8.600529
20180331T1100,9.750529
20180331T1200,9.660529
20180331T1300,10.200529
20180331T1400,10.420529
20180331T1500,10.8005295
20180331T1600,10.890529
20180331T1700,10.620529
20180331T1800,9.850529
20180331T1900,8.410529
20180331T2000,8.420529
20180331T2100,8.820529
20180331T2200,7.6905284
20180331T2300,7.2805285
20180401T0000,6.9805284
20180401T0100,5.6805286
20180401T0200,5.6705284
20180401T0300,5.5305285
20180401T0400,4.9705286
